Thumbnail,ID,Name,SKU,Price,Qty,Visibility,Status,"Special Price",Color,"Shipping Group",Type,Height,"SKU for Parent Description and Specs",Categories,Action
"<img src=""https://www.industrywest.com/media/catalog/product/cache/0/thumbnail/70x/9df78eab33525d08d6e5fb8d27136e95/2/0/20150227-8_nomadchair_red_3.jpg"" alt="""" width=""70"" height=""70"" /></a>",2175,"Nomad Chair",210-APP-RED,$125.00,144,"Catalog, Search",Enabled,,Red,,"Simple Product",,,"<div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/Chairs</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/New Arrivals</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/Chairs/Nomad Chair</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/New Arrivals/Chairs</div>","<a href=""https://www.industrywest.com/lightspeed.php/ampgrid/adminhtml_product/edit/id/2175/"">Edit</a>"
"<img src=""https://www.industrywest.com/media/catalog/product/cache/0/thumbnail/70x/9df78eab33525d08d6e5fb8d27136e95/2/6/26_2_.jpg"" alt="""" width=""70"" height=""70"" /></a>",2174,"Helix Bar Stool",FA-3023-2-BLACK/WALNUT,$175.00,195,"Catalog, Search",Enabled,,Black,,"Simple Product",,,"<div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/Stools</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/New Arrivals</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/Stools/Helix Stool</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/New Arrivals/Stools</div>","<a href=""https://www.industrywest.com/lightspeed.php/ampgrid/adminhtml_product/edit/id/2174/"">Edit</a>"
"<img src=""https://www.industrywest.com/media/catalog/product/cache/0/thumbnail/70x/9df78eab33525d08d6e5fb8d27136e95/2/2/22_2__1.jpg"" alt="""" width=""70"" height=""70"" /></a>",2173,"Helix Bar Stool",FA-3023-2-RAL6027/WALNUT,$175.00,50,"Catalog, Search",Enabled,,Peppermint,,"Simple Product",,,"<div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/New Arrivals</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/Stools/Helix Stool</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/New Arrivals/Stools</div>","<a href=""https://www.industrywest.com/lightspeed.php/ampgrid/adminhtml_product/edit/id/2173/"">Edit</a>"
"<img src=""https://www.industrywest.com/media/catalog/product/cache/0/thumbnail/70x/9df78eab33525d08d6e5fb8d27136e95/1/9/19_3_.jpg"" alt="""" width=""70"" height=""70"" /></a>",2171,"Helix Counter Stool",FA-3023-1-GUNMETAL/WALNUT,$165.00,97,"Catalog, Search",Enabled,,Gunmetal,,"Simple Product",Counter,,"<div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/New Arrivals</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/Stools/Helix Stool</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/New Arrivals/Stools</div>","<a href=""https://www.industrywest.com/lightspeed.php/ampgrid/adminhtml_product/edit/id/2171/"">Edit</a>"
"<img src=""https://www.industrywest.com/media/catalog/product/cache/0/thumbnail/70x/9df78eab33525d08d6e5fb8d27136e95/1/7/17_2_.jpg"" alt="""" width=""70"" height=""70"" /></a>",2170,"Helix Counter Stool",FA-3023-1-RAL6027/WALNUT,$165.00,20,"Catalog, Search",Enabled,,Peppermint,,"Simple Product",,,"<div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/Stools</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/New Arrivals</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/Stools/Helix Stool</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/New Arrivals/Stools</div>","<a href=""https://www.industrywest.com/lightspeed.php/ampgrid/adminhtml_product/edit/id/2170/"">Edit</a>"
"<img src=""https://www.industrywest.com/media/catalog/product/cache/0/thumbnail/70x/9df78eab33525d08d6e5fb8d27136e95/3/0/30_3_.jpg"" alt="""" width=""70"" height=""70"" /></a>",2169,"Helix Table",FA-3023T-BLACK/WALNUT,$325.00,30,"Catalog, Search",Enabled,,Black,,"Simple Product",,,"<div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/Tables</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/Tables/Tables</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/New Arrivals</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/New Arrivals/Tables</div>","<a href=""https://www.industrywest.com/lightspeed.php/ampgrid/adminhtml_product/edit/id/2169/"">Edit</a>"
"<img src=""https://www.industrywest.com/media/catalog/product/cache/0/thumbnail/70x/9df78eab33525d08d6e5fb8d27136e95/2/9/29_3_.jpg"" alt="""" width=""70"" height=""70"" /></a>",2168,"Helix Table",FA-3023T-PANTONE2766/WALNUT,$325.00,2,"Catalog, Search",Enabled,,Indigo,,"Simple Product",,,"<div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/Tables</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/Tables/Tables</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/New Arrivals</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/New Arrivals/Tables</div>","<a href=""https://www.industrywest.com/lightspeed.php/ampgrid/adminhtml_product/edit/id/2168/"">Edit</a>"
"<img src=""https://www.industrywest.com/media/catalog/product/cache/0/thumbnail/70x/9df78eab33525d08d6e5fb8d27136e95/2/3/23_2_.jpg"" alt="""" width=""70"" height=""70"" /></a>",2167,"Helix Bar Stool",FA-3023-2-PANTONE2766/WALNUT,$175.00,8,"Catalog, Search",Enabled,,Indigo,,"Simple Product",,,"<div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/Stools</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/New Arrivals</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/Stools/Helix Stool</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/New Arrivals/Stools</div>","<a href=""https://www.industrywest.com/lightspeed.php/ampgrid/adminhtml_product/edit/id/2167/"">Edit</a>"
"<img src=""https://www.industrywest.com/media/catalog/product/cache/0/thumbnail/70x/9df78eab33525d08d6e5fb8d27136e95/2/5/25_2_.jpg"" alt="""" width=""70"" height=""70"" /></a>",2166,"Helix Bar Stool",FA-3023-2-WHITE/WALNUT,$175.00,193,"Catalog, Search",Enabled,,White,,"Simple Product",,,"<div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/Stools</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/New Arrivals</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/Stools/Helix Stool</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/New Arrivals/Stools</div>","<a href=""https://www.industrywest.com/lightspeed.php/ampgrid/adminhtml_product/edit/id/2166/"">Edit</a>"
"<img src=""https://www.industrywest.com/media/catalog/product/cache/0/thumbnail/70x/9df78eab33525d08d6e5fb8d27136e95/0/8/08_3_copy.jpg"" alt="""" width=""70"" height=""70"" /></a>",2165,"Cricket Chair",FA-1028-WHITE/H1416,$145.00,48,"Catalog, Search",Enabled,,Orange,,"Simple Product",,,"<div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/New Arrivals</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/Chairs/Cricket Chair</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/New Arrivals/Chairs</div>","<a href=""https://www.industrywest.com/lightspeed.php/ampgrid/adminhtml_product/edit/id/2165/"">Edit</a>"
"<img src=""https://www.industrywest.com/media/catalog/product/cache/0/thumbnail/70x/9df78eab33525d08d6e5fb8d27136e95/0/6/06_4_copy.jpg"" alt="""" width=""70"" height=""70"" /></a>",2164,"Cricket Chair",FA-1028-BLACK/H1414,$145.00,48,"Catalog, Search",Enabled,,Black,,"Simple Product",,,"<div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/New Arrivals</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/Chairs/Cricket Chair</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/New Arrivals/Chairs</div>","<a href=""https://www.industrywest.com/lightspeed.php/ampgrid/adminhtml_product/edit/id/2164/"">Edit</a>"
"<img src=""https://www.industrywest.com/media/catalog/product/cache/0/thumbnail/70x/9df78eab33525d08d6e5fb8d27136e95/2/0/20_2_.jpg"" alt="""" width=""70"" height=""70"" /></a>",2163,"Helix Counter Stool",FA-3023-1-PANTONE2766/WALNUT,$165.00,40,"Catalog, Search",Enabled,,Indigo,,"Simple Product",Counter,,"<div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/Stools</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/New Arrivals</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/Stools/Helix Stool</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/New Arrivals/Stools</div>","<a href=""https://www.industrywest.com/lightspeed.php/ampgrid/adminhtml_product/edit/id/2163/"">Edit</a>"
"<img src=""https://www.industrywest.com/media/catalog/product/cache/0/thumbnail/70x/9df78eab33525d08d6e5fb8d27136e95/2/1/21_2_.jpg"" alt="""" width=""70"" height=""70"" /></a>",2162,"Helix Counter Stool",FA-3023-1-BLACK/WALNUT,$165.00,50,"Catalog, Search",Enabled,,Black,,"Simple Product",,,"<div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/Stools</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/New Arrivals</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/Stools/Helix Stool</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/New Arrivals/Stools</div>","<a href=""https://www.industrywest.com/lightspeed.php/ampgrid/adminhtml_product/edit/id/2162/"">Edit</a>"
"<img src=""https://www.industrywest.com/media/catalog/product/cache/0/thumbnail/70x/9df78eab33525d08d6e5fb8d27136e95/1/8/18_3_.jpg"" alt="""" width=""70"" height=""70"" /></a>",2161,"Helix Counter Stool",FA-3023-1-WHITE/WALNUT,$165.00,50,"Catalog, Search",Enabled,,White,,"Simple Product",Counter,,"<div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/Stools</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/New Arrivals</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/Stools/Helix Stool</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/New Arrivals/Stools</div>","<a href=""https://www.industrywest.com/lightspeed.php/ampgrid/adminhtml_product/edit/id/2161/"">Edit</a>"
"<img src=""https://www.industrywest.com/media/catalog/product/cache/0/thumbnail/70x/9df78eab33525d08d6e5fb8d27136e95/2/8/28_2_.jpg"" alt="""" width=""70"" height=""70"" /></a>",2160,"Helix Bar Table",FA-3023T-GUNMETAL/WALNUT,$375.00,40,"Catalog, Search",Enabled,,Gunmetal,,"Simple Product",,,"<div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/Tables</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/New Arrivals</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/Tables/Bar Tables</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/New Arrivals/Tables</div>","<a href=""https://www.industrywest.com/lightspeed.php/ampgrid/adminhtml_product/edit/id/2160/"">Edit</a>"
"<img src=""https://www.industrywest.com/media/catalog/product/cache/0/thumbnail/70x/9df78eab33525d08d6e5fb8d27136e95/2/7/27_2_.jpg"" alt="""" width=""70"" height=""70"" /></a>",2159,"Helix Bar Table",FA-3023T-WHITE/WALNUT,$375.00,8,"Catalog, Search",Enabled,,White,,"Simple Product",,,"<div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/Tables</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/New Arrivals</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/Tables/Bar Tables</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/New Arrivals/Tables</div>","<a href=""https://www.industrywest.com/lightspeed.php/ampgrid/adminhtml_product/edit/id/2159/"">Edit</a>"
"<img src=""https://www.industrywest.com/media/catalog/product/cache/0/thumbnail/70x/9df78eab33525d08d6e5fb8d27136e95/1/5/15_20150127-pauling_chestnut_diningchair_angle_3_copy_side.jpg"" alt="""" width=""70"" height=""70"" /></a>",2158,"Pauling Dining Chair",CY-56B-LOCALBROWN,$299.00,40,"Catalog, Search",Enabled,,Chestnut,,"Simple Product",,CY-56B,"<div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/Chairs</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/Upholstery</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/New Arrivals</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/Upholstery/Chairs</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/Chairs/Pauling Chair</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/Upholstery/Chairs/Pauling Chair</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/New Arrivals/Chairs</div>","<a href=""https://www.industrywest.com/lightspeed.php/ampgrid/adminhtml_product/edit/id/2158/"">Edit</a>"
"<img src=""https://www.industrywest.com/media/catalog/product/cache/0/thumbnail/70x/9df78eab33525d08d6e5fb8d27136e95/1/6/16_20150127-pauling_ebony_diningchair_angle_1_copy_side.jpg"" alt="""" width=""70"" height=""70"" /></a>",2157,"Pauling Dining Chair",CY-56B-BLACK,$299.00,36,"Catalog, Search",Enabled,,Black,,"Simple Product",,CY-56B,"<div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/Chairs</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/Upholstery</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/New Arrivals</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/Upholstery/Chairs</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/Chairs/Pauling Chair</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/Upholstery/Chairs/Pauling Chair</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/New Arrivals/Chairs</div>","<a href=""https://www.industrywest.com/lightspeed.php/ampgrid/adminhtml_product/edit/id/2157/"">Edit</a>"
"<img src=""https://www.industrywest.com/media/catalog/product/cache/0/thumbnail/70x/9df78eab33525d08d6e5fb8d27136e95/1/4/14_20150128-mcqueensofa_pewteronnickel_details_1-2.jpg"" alt="""" width=""70"" height=""70"" /></a>",2156,"McQueen Sofa",B-7191-3-GREY,"$1,750.00",3,"Catalog, Search",Enabled,,Grey,,"Simple Product",,,"<div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/Upholstery</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/New Arrivals</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/Upholstery/Sofas</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/New Arrivals/Sofas</div>","<a href=""https://www.industrywest.com/lightspeed.php/ampgrid/adminhtml_product/edit/id/2156/"">Edit</a>"
"<img src=""https://www.industrywest.com/media/catalog/product/cache/0/thumbnail/70x/9df78eab33525d08d6e5fb8d27136e95/1/5/15_20150128-mcqueensofa_chestnutonnickel_front_2_2.jpg"" alt="""" width=""70"" height=""70"" /></a>",2155,"McQueen Sofa",B-7191-3-LOCALBROWN,"$1,750.00",3,"Catalog, Search",Enabled,,Chestnut,,"Simple Product",,,"<div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/Upholstery</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/New Arrivals</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/Upholstery/Sofas</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/New Arrivals/Sofas</div>","<a href=""https://www.industrywest.com/lightspeed.php/ampgrid/adminhtml_product/edit/id/2155/"">Edit</a>"
"<img src=""https://www.industrywest.com/media/catalog/product/cache/0/thumbnail/70x/9df78eab33525d08d6e5fb8d27136e95/1/3/13_20150128-mcqueensofa_blackonnickel_front_3.jpg"" alt="""" width=""70"" height=""70"" /></a>",2154,"McQueen Sofa",B-7191-3-BLACK,"$1,750.00",2,"Catalog, Search",Enabled,,Black,,"Simple Product",,,"<div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/Upholstery</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/New Arrivals</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/Upholstery/Sofas</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/New Arrivals/Sofas</div>","<a href=""https://www.industrywest.com/lightspeed.php/ampgrid/adminhtml_product/edit/id/2154/"">Edit</a>"
"<img src=""https://www.industrywest.com/media/catalog/product/cache/0/thumbnail/70x/9df78eab33525d08d6e5fb8d27136e95/3/_/3_20150129-oscarpresident-82.jpg"" alt="""" width=""70"" height=""70"" /></a>",2153,"McQueen Club Chair",B-7191-1-GREY,$850.00,14,"Catalog, Search",Enabled,,Grey,,"Simple Product",,,"<div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/Upholstery</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/New Arrivals</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/Upholstery/Chairs</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/Upholstery/Chairs/McQueen Club Chair</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/New Arrivals/Chairs</div>","<a href=""https://www.industrywest.com/lightspeed.php/ampgrid/adminhtml_product/edit/id/2153/"">Edit</a>"
"<img src=""https://www.industrywest.com/media/catalog/product/cache/0/thumbnail/70x/9df78eab33525d08d6e5fb8d27136e95/2/_/2_20150129-oscarpresident-83.jpg"" alt="""" width=""70"" height=""70"" /></a>",2152,"McQueen Club Chair",B-7191-1-LOCALBROWN,$850.00,12,"Catalog, Search",Enabled,,Chestnut,,"Simple Product",,,"<div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/Upholstery</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/New Arrivals</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/Upholstery/Chairs</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/Upholstery/Chairs/McQueen Club Chair</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/New Arrivals/Chairs</div>","<a href=""https://www.industrywest.com/lightspeed.php/ampgrid/adminhtml_product/edit/id/2152/"">Edit</a>"
"<img src=""https://www.industrywest.com/media/catalog/product/cache/0/thumbnail/70x/9df78eab33525d08d6e5fb8d27136e95/2/_/2_1_20150129-oscarpresident-84.jpg"" alt="""" width=""70"" height=""70"" /></a>",2151,"McQueen Club Chair",B-7191-1-BLACK,$850.00,13,"Catalog, Search",Enabled,,Black,,"Simple Product",,,"<div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/Upholstery</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/New Arrivals</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/Upholstery/Chairs</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/Upholstery/Chairs/McQueen Club Chair</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/New Arrivals/Chairs</div>","<a href=""https://www.industrywest.com/lightspeed.php/ampgrid/adminhtml_product/edit/id/2151/"">Edit</a>"
